SSID,BSSID,MANUFACTURER,SIGNAL,High Signal,RSSI,High RSSI,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,BTX,OTX,NETWORK TYPE,LABEL,LATITUDE,LONGITUDE,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC)
"KT_GiGA_5G_F8E1",88:3C:1C:3B:F8:E4,"MERCURY CORPORATION",40,40,-79,-79,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:29.686
"KT_GiGA_5G_F8E1",88:3C:1C:3B:F8:E4,"MERCURY CORPORATION",40,40,-79,-79,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:31.101
"KT_GiGA_5G_F8E1",88:3C:1C:3B:F8:E4,"MERCURY CORPORATION",40,40,-79,-79,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:32.127
"KT_GiGA_5G_F8E1",88:3C:1C:3B:F8:E4,"MERCURY CORPORATION",40,40,-79,-79,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:33.793
"KT_GiGA_5G_F8E1",88:3C:1C:3B:F8:E4,"MERCURY CORPORATION",40,40,-79,-79,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:35.916
"KT_GiGA_5G_F8E1",88:3C:1C:3B:F8:E4,"MERCURY CORPORATION",40,40,-79,-79,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:38.019
"KT_GiGA_5G_F8E1",88:3C:1C:3B:F8:E4,"MERCURY CORPORATION",40,40,-79,-79,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:39.268
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",72,72,-68,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:40.544
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",72,72,-68,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:42.120
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",31,72,-83,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:43.154
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",31,72,-83,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:44.940
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",31,72,-83,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:45.952
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",31,72,-83,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:47.255
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",31,72,-83,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:48.271
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",31,72,-83,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:49.890
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",31,72,-83,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:51.362
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",62,72,-72,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:53.191
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",62,72,-72,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:54.820
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",62,72,-72,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:56.696
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",62,72,-72,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:57.706
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",62,72,-72,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:59.028
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",62,72,-72,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:00.495
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",62,72,-72,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:01.497
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",62,72,-72,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:02.509
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",70,72,-69,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:09.622
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",70,72,-69,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:11.241
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",70,72,-69,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:13.200
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",70,72,-69,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:14.622
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",70,72,-69,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:17.070
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",70,72,-69,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:18.531
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",72,72,-68,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:20.529
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",72,72,-68,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:21.986
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",72,72,-68,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:24.114
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",72,72,-68,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:25.841
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",72,72,-68,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:27.129
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",33,72,-82,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:29.686
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",33,72,-82,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:31.101
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",33,72,-82,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:32.127
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",33,72,-82,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:33.793
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",33,72,-82,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:35.916
"DGUCOOP",70:5D:CC:32:5B:82,"EFM Networks",31,72,-83,-68,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:39.268
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:40.544
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:42.120
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",43,50,-78,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:43.154
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",43,50,-78,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:44.940
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",43,50,-78,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:45.952
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",43,50,-78,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:47.255
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:48.271
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:49.890
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:51.362
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:53.191
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:54.820
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:57.706
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:59.028
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:00.495
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:01.497
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:02.509
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:03.692
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:04.697
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:06.164
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:07.179
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:08.197
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:09.622
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:11.241
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:21.986
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:24.114
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",50,50,-76,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:25.841
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",50,50,-76,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:27.129
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",50,50,-76,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:29.686
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:31.101
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:32.127
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",40,50,-79,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:33.793
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",46,50,-77,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:35.916
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",46,50,-77,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:38.019
"dvic423-2_5G",70:5D:CC:33:28:68,"EFM Networks",46,50,-77,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:39.268
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:40.544
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:42.120
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:43.154
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:44.940
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:45.952
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:47.255
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:48.271
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:49.890
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:51.362
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:53.191
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",43,53,-78,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:28:54.820
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",40,53,-79,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:01.497
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",40,53,-79,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:02.509
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",40,53,-79,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:03.692
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",53,53,-75,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:04.697
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",53,53,-75,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:06.164
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",53,53,-75,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:07.179
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",35,53,-81,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:08.197
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",35,53,-81,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:09.622
"DIRECT-B0-HP OfficeJet Pro 8710",AC:E2:D3:C3:4F:B3,"Hewlett Packard",35,53,-81,-75,WPA2-Personal,CCMP,802.11n,6,"6,9,12,18,24,36,48,54","",Infrastructure,"Unknown",0.0000000,0.0000000,00,0,0,0,0,0,0,2023-05-16,05:29:11.241
